,sentence,sentiment_polarity,sentiment_subjectivity
815, New White House outbreak.',0.06818181818181818,0.22727272727272727
816, \xf0\x9f\x93\x8dBREAKING\xe2\x80\x94US sets another new record of 83,0.13636363636363635,0.45454545454545453
817, 3. Birx decided to jettison the existing CDC reporting system for COVID-19 which had been developed over 15 years,0.3,0.65
818,"b""@MMC1BNS2RPO3 @JoeBiden It is an outright lie to say that President Trump isn't trying to help stop COVID-19",0.0,0.0
819,//t.co/Ne4jYHXUv4',0.0,0.0
820, \xe2\x80\x9cToday,0.0,0.0
821,""".. the purported state of emergency would not solve any of the challenges the nation is facing now",0.0,0.0
822, Nigerian protesters forced their way inside a hidden warehouse full of COVID-19 food aid that was originally for them but\xe2\x80\xa6',0.06458333333333333,0.45833333333333337
823, If folks want to drive in same direction as other traffic on public roads,-0.041666666666666664,0.18888888888888888
824, The vice president's chief of staff tested positive today,0.22727272727272727,0.5454545454545454
825,@PRSundar64 Because of corona resurgence,0.0,0.0
826, CHP Milletvekili @fikretsahin10,0.0,0.0
827,@realDonaldTrump Huge CDC study says #COVID19 not only caused 285,0.20000000000000004,0.95
828, Y todo  baj\xc3\xb3 un bloqueo criminal del imperialismo,-0.4,0.55
829, If 95% of Americans wore masks in public,0.0,0.06666666666666667
830,#corona #jodhpur #umaidbhawan \xe0\xa4\x9c\xe0\xa5\x8b\xe0\xa4\xa7\xe0\xa4\xaa\xe0\xa5\x81\xe0\xa4\xb0 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\x89\xe0\xa4\xae\xe0\xa5\x8d\xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\xa6 \xe0\xa4\xad\xe0\xa4\xb5\xe0\xa4\xa8 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xb6\xe0\xa4\xbe\xe0\xa4\xb9\xe0\xa5\x80 \xe0\xa4\xb0\xe0\xa5\x87\xe0\xa4\xb8\xe0\xa5\x8d\xe0\xa4\x9f\xe0\xa5\x8b\xe0\xa4\xb0\xe0\xa5\x87\xe0\xa4\x82\xe0\xa4\x9f \xe0\xa4\xb8\xe0\xa5\x87 \xe0\xa4\x96\xe0\xa4\xbe\xe0\xa4\xa8\xe0\xa4\xbe \xe0\xa4\xac\xe0\xa4\xa8\xe0\xa4\x95\xe0\xa4\xb0 \xe0\xa4\x86\xe0\xa4\xaa\xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\x98\xe0\xa4\xb0 \xe0\xa4\xa4\xe0\xa4\x95 \xe0\xa4\x86\xe0\xa4\x8f\xe0\xa4\x97\xe0\xa4\xbe,0.0,0.0
831, In the next 11 days,0.0,0.0
832," It's getting harder &amp; harder to care about these willfully ignorant people addicted to their dear leader. They are goin\xe2\x80\xa6""",-0.20000000000000004,0.19999999999999998
833, If this pops on your timeline,0.0,0.0
834, \xf0\x9f\x87\xa8\xf0\x9f\x87\xb1 Recta final!!!  #PlebiscitoChile #RechazoGanaelDomingo #AprueboGanaelDomingo #PorChileRechazo #AprueboCC #VocaldeMesa #Pleb\xe2\x80\xa6',0.0,1.0
835, This is beautiful,0.85,1.0
836,Bloomberg reports multiple people close to VP Pence,0.0,0.0
837,//t.co/DbiWV\xe2\x80\xa6',-0.45,0.775
838,//t.co/l7kdpRFM91',0.0,0.0
839,TU YA NO TE ALlVIAS. ?',0.0,0.0
840, Does the WH have *another* outbreak?',0.0,0.0
841,//t.co/gx8qzZtAmg',0.0,0.0
842,//t.co/aBSeOGIf\xe2\x80\xa6',0.0,0.0
843, #COVID19 \nA #Rimini la manifestazione,0.0,0.0
844, \xe0\xb9\x80\xe0\xb8\x81\xe0\xb8\xb2\xe0\xb8\xab\xe0\xb8\xa5\xe0\xb8\xb5\xe0\xb8\x81\xe0\xb8\xa5\xe0\xb8\xb1\xe0\xb8\x9a\xe0\xb8\x88\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2 \xe0\xb8\x95\xe0\xb8\xb4\xe0\xb8\x94\n\xe0\xb8\x8d\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb8\x9b\xe0\xb8\xb8\xe0\xb9\x88\xe0\xb8\x99\xe0\xb8\x81\xe0\xb8\xa5\xe0\xb8\xb1\xe0\xb8\x9a\xe0\xb8\x88\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2 \xe0\xb8\x95\xe0\xb8\xb4\xe0\xb8\x94\n\xe0\xb8\x9e\xe0\xb8\xa1\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb8\xa5\xe0\xb8\xb1\xe0\xb8\x9a\xe0\xb8\x88\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2 \xe0\xb8\x95\xe0\xb8\xb4\xe0\xb8\x94 \n\xe0\xb8\x9d\xe0\xb8\xa3\xe0\xb8\xb1\xe0\xb9\x88\xe0\xb8\x87\xe0\xb9\x80\xe0\xb8\xa8\xe0\xb8\xaa\xe0\xb8\xad\xe0\xb8\xa2\xe0\xb8\xb9\xe0\xb9\x88\xe0\xb9\x80\xe0\xb8\xa1\xe0\xb8\xb7\xe0\xb8\xad\xe0\xb8\x87\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2 \xe0\xb8\x95\xe0\xb8\xb4\xe0\xb8\x94\n\xe0\xb9\x81\xe0\xb8\x95\xe0\xb9\x88\xe0\xb8\x84\xe0\xb8\x99\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2\xe0\xb9\x84\xe0\xb8\xa1\xe0\xb9\x88\xe0\xb8\xa1\xe0\xb8\xb5\xe0\xb9\x83\xe0\xb8\x84\xe0\xb8\xa3\xe0\xb8\x95\xe0\xb8\xb4\xe0\xb8\x94\xe0\xb9\x80\xe0\xb8\xa5\xe0\xb8\xa2 \xe0\xb9\x80\xe0\xb8\x81\xe0\xb9\x88\xe0\xb8\x87\xe0\xb8\x87\xe0\xb8\x87\xe0\xb8\x87\xe0\xb8\x87\xe0\xb8\x87',0.0,0.0
845, \xe2\x80\x9cToday,0.0,0.0
846,//t.co/BtIjK35xLF',0.0,0.0
847,Amen very true it\xe2\x80\x99s called having faith in God no fear Kanye speaks the truth',0.45499999999999996,0.8450000000000001
848,//t.co/xMWbO8LxQ6',0.3333333333333333,0.6666666666666666
849, \xe2\x80\x9cToday,0.0,0.0
850,I hate this administration',-0.8,0.9
851, \xe2\x80\x9cToday,0.0,0.0
852,@denisewu No masks,0.0,0.0
853, tw // death ,0.0,0.0
854,//t.co/9OS0GsYw7,0.0,0.0
855, Mitch McConnell has the Senate working through the weekend right now\xe2\x80\x94not to provide COVID-19 relief to people who need\xe2\x80\xa6',0.2857142857142857,0.5357142857142857
856, \xe2\x80\x9cToday,0.0,0.0
857, Does the WH have *another* outbreak?',0.0,0.0
858,//t.co/9OS0GsYw7,0.0,0.0
859, Does the WH have *another* outbreak?',0.0,0.0
860, \xe2\x80\x9cToday,0.0,0.0
861, It\xe2\x80\x99s not government\xe2\x80\x99s job to protect your health. It\xe2\x80\x99s government\xe2\x80\x99s job to protect YOUR RIGHTS. #COVID19',0.0,0.0
862,VP needs to self quarantine himself following CDC',0.0,0.1
863, 1.  Donald Trump,0.0,0.0
864,//t.co/u8jWe9p4sH',0.0,0.0
865,//t.co/iiQpxCJ5Tq',0.0,0.0
866,//t.co/yOlQM2oJYN',0.0,0.0
867, Moving forward,0.0,0.0
868,Huh',0.0,0.0
869, tw // death ,0.0,0.0
870,//t.co/1Ya7b8PG3r',0.0,0.0
871, Mitch McConnell has the Senate working through the weekend right now\xe2\x80\x94not to provide COVID-19 relief to people who need\xe2\x80\xa6',0.2857142857142857,0.5357142857142857
872, WHITE RABBITS \xf0\x9f\x90\x87,0.0,0.0
873,Aamiin ya mujib \xf0\x9f\x92\x9b\xf0\x9f\xa4\xb2\xf0\x9f\x8f\xb,0.0,0.0
874, According to one attendee,0.0,0.0
875, Lawyers Ridicule \xe2\x80\x98Abusively Frivolous\xe2\x80\x99 Jared and Ivanka Defamation Lawsuit Over COVID-19 Billboards\xe2\x80\xa6',0.0,0.0
876,//t.co/e1V1dt7bAA',-0.20833333333333334,0.4583333333333333
877, Jap\xc3\xb3n tiene 99.9% de apego al uso de cubrebocas,0.0,0.0
878,//t.co/5SB9PVNbmt',0.5,0.5
879, Hi \xe2\x98\xba one month ago,0.0,0.0
880, \xe2\x80\x9cToday,0.0,0.0
881, 28.613\n\nOcupaci\xc3\xb3n camas U\xe2\x80\xa6',0.0,0.75
882,Please tell me this is criminal.\n#TrumpLied225KAmericansDied',0.0,0.0
883, \xf0\x9f\x92\x94 \xe2\x80\x9dAnna had many interests and was full of spunk; she enjoyed her dance classes and the recitals,0.45,0.5833333333333334
884, Protestors in #Nigeria discovered today a warehouse of Covid19 food aid in Lagos that was meant for people but is locked b\xe2\x80\xa6',0.0,0.0
885, Mitch McConnell has the Senate working through the weekend right now\xe2\x80\x94not to provide COVID-19 relief to people who need\xe2\x80\xa6',0.2857142857142857,0.5357142857142857
886,@maggieNYT Nothing pertains to them,0.0,0.0
887, \xe2\x80\x9cToday,0.0,0.0
888, An extensive study on masking wearing by Danish scientists is being stifled due to publishers not wanting to publish it.\xe2\x80\xa6',-0.0625,0.35416666666666663
889, We need unity and togetherness to fight this war against Covid-19,0.0,0.0
890, \xe2\x80\x9cToday,0.0,0.0
891,@enzoo_rm1 corona',0.0,0.0
892, 6. In summary,0.0,0.0
893,//t.co/zvCrqnxHvc',0.0,0.0
894, Oh he\xe2\x80\x99s so smart and wonderful!! He\xe2\x80\x99s so much better than any of us. \n\nAlthough,0.5714285714285714,0.7142857142857143
895,//t.co/0lJQzviGYp',0.06818181818181818,0.22727272727272727
896, Ohhh Noooooooo \nLol\n\nHe lives.',0.0,0.0
897, More and more people are contracting COVID-19 but fewer and fewer are dying.',0.5,0.5
898,//t.co/GPGml0pkQP',0.0,0.0
899,@nytimes =#FakeNews',0.0,0.0
900,The Postal Service planned to send 650 million masks,0.0,0.0
901, In view of constraints being faced by taxpayers due to COVID-19,-0.125,0.375
902, No,0.0,0.0
903, Does the WH have *another* outbreak?',0.0,0.0
904, Sultan Selangor dukacita kebanyakan ahli politik seolah-olah tidak pedulikan langsung masalah dan kesusahan rakyat akiba\xe2\x80\xa6',0.0,0.0
905, #JusticeforBellyMujunga',0.0,0.0
906, #WorldPolioDay\nA program was organised by distt health office Hyd for the awareness to make polio &amp; Corona free Pakistan\xe2\x80\xa6',0.4,0.8
907, Does the WH have *another* outbreak?',0.0,0.0
908, 6. In summary,0.0,0.0
909, #COVID19 #Exposed by #Anonymous #B100d5h07_Sec\nPart 2/2\n#WeRunShitBecauseWeCan\n#GhostSec\n#WhosYourDaddySec\n#WeAreAnonDark\xe2\x80\xa6',0.0,0.0
910, Ayer me realic\xc3\xa9 la prueba de #COVID19,0.0,0.0
911, Rose Garden,0.6,0.95
912,//t.co/8flm0RimBg',0.0,0.0
913, Mantengamos nuestras tradiciones,0.0,0.0
914, 3. Birx decided to jettison the existing CDC reporting system for COVID-19 which had been developed over 15 years,0.3,0.65
915,//t.co/WlhCOtUMGm',0.22727272727272727,0.5454545454545454
916, I spent the day reviewing data with &amp; from the White House team in the spread of COVID-19.\n\nThe late\xe2\x80\xa6',-0.05,0.05
917,//t.co/aoZtnUDopi  Festivals have come but Corona has not gone!\nStay alert,0.0,0.0
918,y\xe2\x80\x99all too old for this shit \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',-0.05,0.5
919,@mqvencalore 2020 happened. COVID-19,0.0,0.0
920, It\xe2\x80\x99s not government\xe2\x80\x99s job to protect your health. It\xe2\x80\x99s government\xe2\x80\x99s job to protect YOUR RIGHTS. #COVID19',0.0,0.0
921, This is beautiful,0.85,1.0
922, Ohhh Noooooooo \nLol\n\nHe lives.',0.0,0.0
923, I guess our leaders were saving the Covid19 palliatives for the elections in 2023. What a joke!\n\nThe weaponisation of pove\xe2\x80\xa6',0.0,0.0
924, Ya Allah angkatlah covid 19 ini dari negara kami dan dari seluruh dunia. Pasti ada rahmat disebalik semua ujianMu ya Alla\xe2\x80\xa6',0.0,0.0
925,//t.co/79abudp2ZC',0.0,0.0
926, \xe0\xb9\x80\xe0\xb8\x81\xe0\xb8\xb2\xe0\xb8\xab\xe0\xb8\xa5\xe0\xb8\xb5\xe0\xb8\x81\xe0\xb8\xa5\xe0\xb8\xb1\xe0\xb8\x9a\xe0\xb8\x88\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2 \xe0\xb8\x95\xe0\xb8\xb4\xe0\xb8\x94\n\xe0\xb8\x8d\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb8\x9b\xe0\xb8\xb8\xe0\xb9\x88\xe0\xb8\x99\xe0\xb8\x81\xe0\xb8\xa5\xe0\xb8\xb1\xe0\xb8\x9a\xe0\xb8\x88\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2 \xe0\xb8\x95\xe0\xb8\xb4\xe0\xb8\x94\n\xe0\xb8\x9e\xe0\xb8\xa1\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb8\xa5\xe0\xb8\xb1\xe0\xb8\x9a\xe0\xb8\x88\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2 \xe0\xb8\x95\xe0\xb8\xb4\xe0\xb8\x94 \n\xe0\xb8\x9d\xe0\xb8\xa3\xe0\xb8\xb1\xe0\xb9\x88\xe0\xb8\x87\xe0\xb9\x80\xe0\xb8\xa8\xe0\xb8\xaa\xe0\xb8\xad\xe0\xb8\xa2\xe0\xb8\xb9\xe0\xb9\x88\xe0\xb9\x80\xe0\xb8\xa1\xe0\xb8\xb7\xe0\xb8\xad\xe0\xb8\x87\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2 \xe0\xb8\x95\xe0\xb8\xb4\xe0\xb8\x94\n\xe0\xb9\x81\xe0\xb8\x95\xe0\xb9\x88\xe0\xb8\x84\xe0\xb8\x99\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2\xe0\xb9\x84\xe0\xb8\xa1\xe0\xb9\x88\xe0\xb8\xa1\xe0\xb8\xb5\xe0\xb9\x83\xe0\xb8\x84\xe0\xb8\xa3\xe0\xb8\x95\xe0\xb8\xb4\xe0\xb8\x94\xe0\xb9\x80\xe0\xb8\xa5\xe0\xb8\xa2 \xe0\xb9\x80\xe0\xb8\x81\xe0\xb9\x88\xe0\xb8\x87\xe0\xb8\x87\xe0\xb8\x87\xe0\xb8\x87\xe0\xb8\x87\xe0\xb8\x87',0.0,0.0
927,//t.co/1TyMRaTsx6',0.22727272727272727,0.5454545454545454
928, Does the WH have *another* outbreak?',0.0,0.0
929,#DoriaTemQueCair !!!!',0.0,0.0
930, Cada vez que un partido sume a alguien a su equipo de plan de gobierno,0.0,0.0
931, This is the guy managing the White House Coronavirus task force.  \n\nI feel like this is a sign from God. Vote for Biden ht\xe2\x80\xa6',0.0,0.0
932, More and more people are contracting COVID-19 but fewer and fewer are dying.',0.5,0.5
933, Presiden @jokowi menegaskn,0.0,0.0
934,In covid19,0.0,0.0
935, 1)\nBapanya meninggal dunia pd Julai lepas kerana Covid-19. @TeamKhabib berjanji kepada ibunya dia takkan bertarung lagi da\xe2\x80\xa6',0.0,0.0
936, So it took the #EndSars revolution to open the COVID-19 palliative gates the corrupt leaders looted from the Nigerian\xe2\x80\xa6',-0.25,0.75
937, \xe2\x80\x9cWe literally left this White House a pandemic playbook that would have showed them how to respond before the virus reached our\xe2\x80\xa6',0.0,0.0
938, Mitch McConnell has the Senate working through the weekend right now\xe2\x80\x94not to provide COVID-19 relief to people who need\xe2\x80\xa6',0.2857142857142857,0.5357142857142857
939,Iowa status.',0.0,0.0
940,//t.co/jwC8kQ5E5I',0.22727272727272727,0.5454545454545454
941, Covid-19 dah ada lebih 6 bulan. Maknanya memang ramai yang akan kehabisan simpanan kecemasan yang bertahan 6 bulan tu,0.0,0.0
942,//t.co/nzNjC9CBVa',0.0,0.0
943, \xe2\x80\x9cToday,0.0,0.0
944,\n\xe2\x96\xaa\xef\xb8\x8fDe persona a persona.\n\xe2\x96\xaa\xef\xb8\x8fA trav\xc3\xa9s de personas infectadas.\n\xe2\x96\xaa\xef\xb8\x8fAl tocar objetos\xe2\x80\xa6',0.0,0.0
945, tw // death ,0.0,0.0
946, 1.  Donald Trump,0.0,0.0
947, Des \xc3\xa9meutes ont frapp\xc3\xa9 Naples \xc3\xa0 cause du couvre-feu du Covid-19.\nDes vid\xc3\xa9os montrent des affrontements nocturne\xe2\x80\xa6',0.0,0.0
948,//t.co/8IYktNTFUr',-0.6999999999999998,0.6666666666666666
949, \xf0\x9f\x93\xa2 \xf0\x9f\x87\xbb\xf0\x9f\x87\xaa #TESTIMONIO \nPedro N\xc3\xba\xc3\xb1ez comparte su reflexi\xc3\xb3n despu\xc3\xa9s de recuperarse del covid-19 gracias a la atenci\xc3\xb3n de nuestros m\xe2\x80\xa6',0.0,0.0
950,#BREAKING Marc Short,0.0,0.3
951, 1/5 La Comisi\xc3\xb3n Presidencial para la Prevenci\xc3\xb3n y Control del #COVID19 informa al pueblo de Venezuela que en las \xc3\xbaltimas 24\xe2\x80\xa6',0.0,0.0
952,34 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic',0.13636363636363635,0.45454545454545453
953, \xe2\x80\x9cToday,0.0,0.0
954, \xe2\x80\x9cToday,0.0,0.0
955,"//t.co/B4V9bZZ8de""",-0.08636363636363638,0.6227272727272727
956, Porque el goberladr\xc3\xb3n Enrique Alfaro Mussolini @EnriqueAlfaroR es un inepto y por querer estar chingando al Presidente\xe2\x80\xa6',0.0,0.0
957,"//t.co/irVEgX02yz""",0.0,0.0
958,"//t.co/wpCg4ZHoHJ""",0.0,0.06666666666666667
959, This is the guy managing the White House Coronavirus task force.  \n\nI feel like this is a sign from God. Vote for Biden ht\xe2\x80\xa6',0.0,0.0
960, #EnVideo \xf0\x9f\x93\xb9 | El testimonio de Ayari Rodr\xc3\xadguez confirma una vez m\xc3\xa1s que el esfuerzo de nuestro personal m\xc3\xa9dico es de alta ca\xe2\x80\xa6',0.0,0.3
961, Riots ceased because it was hurting the Democrats election chances and Covid-19 on the front page because it helps the Demo\xe2\x80\xa6',0.0,0.0
962, A 2nd Covid Cluster starting at the White House ... oh no.',0.0,0.03333333333333333
963, La vanidad el af\xc3\xa1n de ser admirado por lo que aparentas.\n\nSi sigues juzgando a las personas por su vestido,0.0,0.0
964, @ZeeNews @Ansh10187 @iamsrk BJP Bhakts who have not donated single rupee in corona pandemic are blaming bollywood stars LoL!',0.4642857142857143,0.45714285714285713
965, Does the WH have *another* outbreak?',0.0,0.0
966,//t.co/XLK3cS0B8R',0.0,1.0
967, For the 223,0.0,0.0
968,Yep',0.0,0.0
969,"""Increased testing does not explain the rise in COVID-19 cases in the US",0.0,0.0
970,//t.co/FdlGDDBcB\xe2\x80\xa6',0.3181818181818182,0.4772727272727273
971, I said vaccines will be approved by Jan/Feb but available to larger population April - June.',0.2,0.45
972,//t.co/lNrhv5YWak',0.0,0.0
973, \xe2\x80\x9cToday,0.0,0.0
974,//t.co/CMWne8ujMk',0.0,0.0
975, This is the guy managing the White House Coronavirus task force.  \n\nI feel like this is a sign from God. Vote for Biden',0.0,0.0
976,//t.co/n0pwzW2vNE',0.0,0.0
977, Dallas County Reports 778 New Positive 2019 Novel Coronavirus (COVID-19) Cases,0.16666666666666666,0.48484848484848486
978, 1.  Donald Trump,0.0,0.0
979, #texas- We are in trouble.  Deep trouble. Don\xe2\x80\x99t listen to news numbers. Covid cases soaring. We turned away stroke patient from\xe2\x80\xa6',-0.13333333333333333,0.26666666666666666
980, Ohhh Noooooooo \nLol\n\nHe lives.',0.0,0.0
981,Not to be a dick gay closeted Mikey,0.4166666666666667,0.5833333333333334
982, This is the guy managing the White House Coronavirus task force.  \n\nI feel like this is a sign from God. Vote for Biden ht\xe2\x80\xa6',0.0,0.0
983," A vaccine will not end ""the crises"" because we don\'t even know who is behind ""the crises."" \n\nTen months in; no investiga\xe2\x80\xa6'",-0.4,0.7
984, @DailyCaller ABSOLUTELY NOT! &amp; DO NOT OBEY any holidays without family!! Numbers using for uptick has INFO BACKLOG of\xe2\x80\xa6',-0.1953125,0.9
985, 1.  Donald Trump,0.0,0.0
986, As the world responds to #COVID19 we must remember the children who miss out on life-saving vaccines that prevent dangerous d\xe2\x80\xa6',-0.6,0.9
987, \xe0\xb8\x8a\xe0\xb8\xb2\xe0\xb8\xa7\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2\xe0\xb9\x83\xe0\xb8\x99\xe0\xb8\xad\xe0\xb8\xad\xe0\xb8\xaa\xe0\xb9\x80\xe0\xb8\x95\xe0\xb8\xa3\xe0\xb9\x80\xe0\xb8\xa5\xe0\xb8\xb5\xe0\xb8\xa2\xe0\xb9\x81\xe0\xb8\xaa\xe0\xb8\x94\xe0\xb8\x87\xe0\xb8\xad\xe0\xb8\xad\xe0\xb8\x81\xe0\xb8\x96\xe0\xb8\xb6\xe0\xb8\x87\xe0\xb8\x81\xe0\xb8\xb2\xe0\xb8\xa3\xe0\xb8\xa2\xe0\xb8\xb7\xe0\xb8\x99\xe0\xb8\xab\xe0\xb8\xa2\xe0\xb8\xb1\xe0\xb8\x94\xe0\xb8\x82\xe0\xb9\x89\xe0\xb8\xb2\xe0\xb8\x87\xe0\xb8\x9b\xe0\xb8\xa3\xe0\xb8\xb0\xe0\xb8\x8a\xe0\xb8\xb2\xe0\xb8\x98\xe0\xb8\xb4\xe0\xb8\x9b\xe0\xb9\x84\xe0\xb8\x95\xe0\xb8\xa2 \xe0\xb8\x95\xe0\xb8\xad\xe0\xb8\x99\xe0\xb8\x99\xe0\xb8\xb5\xe0\xb9\x89\xe0\xb8\xa1\xe0\xb8\xb5\xe0\xb9\x81\xe0\xb8\x84\xe0\xb8\xa1\xe0\xb9\x80\xe0\xb8\x9b\xe0\xb8\x8d\xe0\xb8\x81\xe0\xb8\xa3\xe0\xb8\xb0\xe0\xb8\x88\xe0\xb8\xb2\xe0\xb8\xa2\xe0\xb8\x82\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\xa7\xe0\xb8\x94\xe0\xb9\x89\xe0\xb8\xa7\xe0\xb8\xa2\xe0\xb8\x81\xe0\xb8\xb2\xe0\xb8\xa3\xe0\xb9\x80\xe0\xb8\x82\xe0\xb8\xb5\xe0\xb8\xa2\xe0\xb8\x99\xe0\xb9\x81\xe0\xb8\xae\xe0\xb8\x97\xe0\xb9\x81\xe0\xb8\x97\xe0\xb9\x87\xe0\xb8\x81 #whatshappeninginthailand\xe2\x80\xa6',0.0,0.0
988," ""Through comparative analysis and applying proportional mortality rates",0.0,0.0
989, Riots ceased because it was hurting the Democrats election chances and Covid-19 on the front page because it helps the Demo\xe2\x80\xa6',0.0,0.0
990,//t.co/yOlQM2oJYN',0.0,0.0
991, \xe2\x9c\x85 Euskadi\n\xe2\x9c\x85 Catalu\xc3\xb1a\n\xe2\x9c\x85 Cantabria\n\xe2\x9c\x85 Asturias\n\xe2\x9c\x85 Extremadura\n\xe2\x9c\x85 La Rioja\n\xe2\x9c\x85 Navarra\n\xe2\x9c\x85 Castilla-La Mancha\n\xe2\x9c\x85 Comunidad Valenciana\xe2\x80\xa6',0.0,0.0
992,//t.co/vTevC7u2vu',0.2,0.9
993,//t.co/BxzattR6Er',0.0,0.0
994, If 95% of Americans wore masks in public,0.0,0.06666666666666667
995," Isn't it wild that food that was supposed to be shared among the poorest Nigerians during the lockdown was left rottin\xe2\x80\xa6""",0.05,0.2
996, 1.  Donald Trump,0.0,0.0
997, Buat pertama kalinya case covid 1K+ for Malaysia. Seriously,-0.3333333333333333,0.6666666666666666
998, Donald Trump just attacked American Doctors and said they are fabricating the Covid-19 death count for money.\xe2\x80\xa6',0.0,0.0
999, Protestors in #Nigeria discovered today a warehouse of Covid19 food aid in Lagos that was meant for people but is locked b\xe2\x80\xa6',0.0,0.0
1000, Evitar esto est\xc3\xa1 en nuestras manos.\n\nSolo seamos responsables. Todos sabemos cuales son las medidas de protecci\xc3\xb3n.',0.0,0.0
1001, 25,0.0,0.0
1002,@mlle_pandora @RadioFreeTom Funny thing is,0.25,1.0
1003,This. Should\xe2\x80\x99ve. Happened. Months. Ago.',0.0,0.0
1004,Oopsy Daisy',0.0,0.0
1005, \xe2\x80\x9cToday,0.0,0.0
1006, Does the WH have *another* outbreak?',0.0,0.0
1007,"Cool cool cool. We\'re ""rounding the corner.""'",0.3499999999999999,0.65
1008, \xe2\x80\x9cToday,0.0,0.0
1009, 1 STAF OPERASI MRT POSITIF COVID-19\n\n25 Oktober \xe2\x80\x93 Seorang staf operasi MRT Laluan Kajang telah disahkan positif COVID-19 &amp;\xe2\x80\xa6',0.0,0.0
1010,The mainstream media absolutely love it when there is a covid-19 case in Xinjiang,0.5,0.6
1011, 1228 kes positif dicatatkan hari ini! Saya minta semua Ahli Parlimen untuk bekerja bersama dan fokus untuk bantu rakyat. No\xe2\x80\xa6',0.0,0.0
1012,Estudio realizado por la #OMS,0.0,0.0
